"kpi","time_grouping","space_boundary","space_grouping","avg_sites_reporting","est_uncertainty"
103,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 165, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.234292, 5.550854], [-0.223962, 5.548653], [-0.223099, 5.544823], [-0.223417, 5.544154], [-0.22387, 5.543402], [-0.224395, 5.542697], [-0.224987, 5.542047], [-0.22564, 5.541457], [-0.226348, 5.540935], [-0.227104, 5.540484], [-0.227901, 5.540108], [-0.228731, 5.539813], [-0.229586, 5.5396], [-0.230458, 5.539471], [-0.231339, 5.539428], [-0.23222, 5.539471], [-0.233092, 5.5396], [-0.233365, 5.539668], [-0.234164, 5.540718], [-0.234292, 5.550854]]]}}",165,0.983,1
60.6,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 111, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.272429, 5.552472], [-0.269978, 5.555395], [-0.263335, 5.556526], [-0.263264, 5.555985], [-0.266212, 5.552758], [-0.271172, 5.552158], [-0.272429, 5.552472]]]}}",111,0.983,1
124,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 202, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.251475, 5.546092], [-0.251347, 5.546127], [-0.249698, 5.544491], [-0.247233, 5.535211], [-0.247299, 5.535154], [-0.254303, 5.541985], [-0.251475, 5.546092]]]}}",202,0.969,1
220,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 178, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.262497, 5.565932], [-0.259696, 5.568161], [-0.254398, 5.56772], [-0.252437, 5.565775], [-0.252166, 5.564483], [-0.252747, 5.563196], [-0.260547, 5.559089], [-0.262884, 5.558445], [-0.262497, 5.565932]]]}}",178,0.941,1
180,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 179, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.211171, 5.566072], [-0.207599, 5.567081], [-0.207981, 5.561775], [-0.209199, 5.560908], [-0.21117, 5.565864], [-0.211171, 5.566072]]]}}",179,0.982,1
65.1,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 215, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.215005, 5.644036], [-0.213013, 5.654013], [-0.202148, 5.653807], [-0.201753, 5.653373], [-0.201227, 5.652668], [-0.200774, 5.651916], [-0.200397, 5.651123], [-0.2001, 5.650297], [-0.199886, 5.649446], [-0.199757, 5.648578], [-0.199713, 5.647702], [-0.199757, 5.646825], [-0.199886, 5.645958], [-0.2001, 5.645107], [-0.200397, 5.644281], [-0.200774, 5.643488], [-0.201227, 5.642735], [-0.201753, 5.64203], [-0.202345, 5.64138], [-0.202998, 5.640791], [-0.203706, 5.640269], [-0.204462, 5.639818], [-0.205259, 5.639443], [-0.206089, 5.639147], [-0.206944, 5.638934], [-0.207816, 5.638805], [-0.208697, 5.638762], [-0.209577, 5.638805], [-0.210449, 5.638934], [-0.211304, 5.639147], [-0.212134, 5.639443], [-0.212931, 5.639818], [-0.2133, 5.640038], [-0.215005, 5.644036]]]}}",215,0.972,1
144,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 379, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.252435, 5.641618], [-0.249233, 5.644974], [-0.242627, 5.64584], [-0.240628, 5.641457], [-0.24767, 5.635936], [-0.250754, 5.636283], [-0.252435, 5.641618]]]}}",379,0.983,1
290,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 9, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.242627, 5.64584], [-0.249233, 5.644974], [-0.251717, 5.656232], [-0.251348, 5.657099], [-0.251329, 5.657111], [-0.250532, 5.657486], [-0.249702, 5.657782], [-0.248847, 5.657995], [-0.247975, 5.658123], [-0.247094, 5.658166], [-0.246213, 5.658123], [-0.245341, 5.657995], [-0.244486, 5.657782], [-0.243656, 5.657486], [-0.242859, 5.657111], [-0.242103, 5.65666], [-0.241395, 5.656137], [-0.240742, 5.655548], [-0.24015, 5.654898], [-0.239625, 5.654194], [-0.239551, 5.654071], [-0.242627, 5.64584]]]}}",9,0.982,1
358,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 79, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.427206, 5.533596], [-0.43286, 5.532491], [-0.433295, 5.532556], [-0.43415, 5.532769], [-0.43498, 5.533064], [-0.435777, 5.53344], [-0.436533, 5.533891], [-0.437241, 5.534413], [-0.437894, 5.535003], [-0.438486, 5.535653], [-0.439011, 5.536358], [-0.439464, 5.53711], [-0.439841, 5.537903], [-0.440138, 5.53873], [-0.440353, 5.539581], [-0.440482, 5.540449], [-0.440525, 5.541325], [-0.440482, 5.542201], [-0.440353, 5.543069], [-0.440138, 5.54392], [-0.439841, 5.544747], [-0.439464, 5.54554], [-0.439011, 5.546292], [-0.438486, 5.546997], [-0.437894, 5.547647], [-0.437241, 5.548237], [-0.436533, 5.548759], [-0.435777, 5.54921], [-0.43498, 5.549586], [-0.43415, 5.549881], [-0.433295, 5.550094], [-0.432423, 5.550223], [-0.431542, 5.550266], [-0.430661, 5.550223], [-0.429789, 5.550094], [-0.428934, 5.549881], [-0.428104, 5.549586], [-0.427307, 5.54921], [-0.426551, 5.548759], [-0.425843, 5.548237], [-0.42519, 5.547647], [-0.424598, 5.546997], [-0.424073, 5.546292], [-0.42362, 5.54554], [-0.423243, 5.544747], [-0.422946, 5.54392], [-0.422731, 5.543069], [-0.422602, 5.542201], [-0.422559, 5.541325], [-0.422602, 5.540449], [-0.422731, 5.539581], [-0.422946, 5.53873], [-0.423243, 5.537903], [-0.423615, 5.53712], [-0.427206, 5.533596]]]}}",79,0.981,1
284,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 245, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.294957, 5.673384], [-0.285085, 5.669326], [-0.286394, 5.666465], [-0.292689, 5.665059], [-0.294957, 5.673384]]]}}",245,0.983,1
118,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 382, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.248563, 5.577689], [-0.240806, 5.580564], [-0.240545, 5.580248], [-0.239892, 5.577906], [-0.240541, 5.573322], [-0.247676, 5.57136], [-0.249332, 5.57681], [-0.248563, 5.577689]]]}}",382,0.983,1
786,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 294, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.151962, 5.658465], [-0.149479, 5.643106], [-0.149852, 5.642883], [-0.150669, 5.643166], [-0.159434, 5.649711], [-0.1563, 5.656353], [-0.151962, 5.658465]]]}}",294,0.983,1
266,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 246, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.16778, 5.858892], [-0.164633, 5.87284], [-0.164044, 5.872869], [-0.163163, 5.872826], [-0.162291, 5.872698], [-0.161436, 5.872484], [-0.160606, 5.872189], [-0.159809, 5.871814], [-0.159053, 5.871363], [-0.158345, 5.870841], [-0.157692, 5.870252], [-0.157099, 5.869602], [-0.156574, 5.868898], [-0.156121, 5.868146], [-0.155744, 5.867353], [-0.155447, 5.866527], [-0.155233, 5.865676], [-0.155104, 5.864809], [-0.155099, 5.864705], [-0.167176, 5.858733], [-0.16778, 5.858892]]]}}",246,0.982,1
97.1,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 28, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.232641, 5.641356], [-0.232333, 5.641465], [-0.228601, 5.640217], [-0.225772, 5.635453], [-0.236986, 5.632887], [-0.232641, 5.641356]]]}}",28,0.966,1
246,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 90, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.102508, 5.943582], [-0.099079, 5.955316], [-0.095602, 5.957684], [-0.095117, 5.957456], [-0.094361, 5.957005], [-0.093653, 5.956483], [-0.093, 5.955894], [-0.092408, 5.955244], [-0.091883, 5.95454], [-0.091429, 5.953788], [-0.091053, 5.952995], [-0.090756, 5.95217], [-0.090541, 5.951319], [-0.090412, 5.950452], [-0.090369, 5.949576], [-0.090412, 5.9487], [-0.090541, 5.947833], [-0.090756, 5.946983], [-0.091053, 5.946157], [-0.091429, 5.945364], [-0.091883, 5.944612], [-0.092408, 5.943908], [-0.093, 5.943258], [-0.093653, 5.94267], [-0.094361, 5.942147], [-0.095117, 5.941696], [-0.095914, 5.941322], [-0.096744, 5.941026], [-0.097599, 5.940813], [-0.098471, 5.940684], [-0.099352, 5.940641], [-0.100232, 5.940684], [-0.101104, 5.940813], [-0.101416, 5.940891], [-0.102508, 5.943582]]]}}",90,0.925,1
343,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 404, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.274841, 5.613783], [-0.277206, 5.616182], [-0.273924, 5.620198], [-0.273247, 5.620403], [-0.27189, 5.618778], [-0.273388, 5.613425], [-0.274841, 5.613783]]]}}",404,0.981,1
253,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 464, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.09073, 5.974571], [-0.083477, 5.967572], [-0.0835, 5.967481], [-0.083797, 5.966655], [-0.084174, 5.965862], [-0.084628, 5.96511], [-0.085153, 5.964406], [-0.085745, 5.963756], [-0.086398, 5.963168], [-0.087106, 5.962645], [-0.087862, 5.962195], [-0.088659, 5.96182], [-0.089489, 5.961524], [-0.090344, 5.961311], [-0.091216, 5.961183], [-0.092097, 5.96114], [-0.092977, 5.961183], [-0.093849, 5.961311], [-0.094704, 5.961524], [-0.095534, 5.96182], [-0.096331, 5.962195], [-0.097088, 5.962645], [-0.097796, 5.963168], [-0.098449, 5.963756], [-0.099041, 5.964406], [-0.099505, 5.965028], [-0.09073, 5.974571]]]}}",464,0.923,1
50.9,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 283, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.207522, 5.606667], [-0.207779, 5.606788], [-0.208535, 5.607239], [-0.209243, 5.607761], [-0.209896, 5.60835], [-0.210488, 5.609], [-0.211013, 5.609705], [-0.211466, 5.610458], [-0.211843, 5.611251], [-0.21214, 5.612077], [-0.212355, 5.612928], [-0.212484, 5.613796], [-0.212527, 5.614672], [-0.212484, 5.615548], [-0.212355, 5.616416], [-0.21214, 5.617267], [-0.211843, 5.618093], [-0.211466, 5.618886], [-0.211013, 5.619639], [-0.210488, 5.620343], [-0.209896, 5.620994], [-0.209243, 5.621583], [-0.208535, 5.622105], [-0.207779, 5.622556], [-0.206982, 5.622931], [-0.206152, 5.623227], [-0.205297, 5.62344], [-0.204425, 5.623569], [-0.203544, 5.623612], [-0.202663, 5.623569], [-0.201791, 5.62344], [-0.200936, 5.623227], [-0.200106, 5.622931], [-0.199309, 5.622556], [-0.198553, 5.622105], [-0.197845, 5.621583], [-0.197192, 5.620994], [-0.1966, 5.620343], [-0.196075, 5.619639], [-0.195622, 5.618886], [-0.195245, 5.618093], [-0.194948, 5.617267], [-0.194733, 5.616416], [-0.194604, 5.615548], [-0.19458, 5.615053], [-0.207522, 5.606667]]]}}",283,0.940,1
197,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 126, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.127796, 5.708573], [-0.127024, 5.708936], [-0.126194, 5.709232], [-0.125339, 5.709445], [-0.124467, 5.709574], [-0.123586, 5.709617], [-0.122705, 5.709574], [-0.121833, 5.709445], [-0.120978, 5.709232], [-0.120148, 5.708936], [-0.119351, 5.708561], [-0.118595, 5.70811], [-0.117887, 5.707588], [-0.117234, 5.706998], [-0.116642, 5.706349], [-0.116117, 5.705644], [-0.115664, 5.704892], [-0.115287, 5.704099], [-0.11499, 5.703273], [-0.114775, 5.702422], [-0.114646, 5.701554], [-0.114603, 5.700678], [-0.114646, 5.699802], [-0.114775, 5.698934], [-0.11499, 5.698083], [-0.115287, 5.697257], [-0.115664, 5.696464], [-0.116117, 5.695712], [-0.116642, 5.695007], [-0.117234, 5.694357], [-0.117887, 5.693768], [-0.118595, 5.693246], [-0.119351, 5.692795], [-0.120148, 5.69242], [-0.120978, 5.692124], [-0.121833, 5.691911], [-0.122705, 5.691782], [-0.123586, 5.691739], [-0.124467, 5.691782], [-0.125339, 5.691911], [-0.126194, 5.692124], [-0.127024, 5.69242], [-0.127821, 5.692795], [-0.128577, 5.693246], [-0.129285, 5.693768], [-0.129938, 5.694357], [-0.130303, 5.694758], [-0.127796, 5.708573]]]}}",126,0.982,1
232,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 14, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.117727, 5.92978], [-0.117839, 5.929028], [-0.118053, 5.928178], [-0.11835, 5.927352], [-0.118727, 5.926559], [-0.11918, 5.925807], [-0.119705, 5.925103], [-0.120297, 5.924453], [-0.120951, 5.923864], [-0.121659, 5.923342], [-0.122415, 5.922891], [-0.123212, 5.922516], [-0.124042, 5.922221], [-0.124897, 5.922008], [-0.125769, 5.921879], [-0.12665, 5.921836], [-0.12753, 5.921879], [-0.128402, 5.922008], [-0.129257, 5.922221], [-0.130087, 5.922516], [-0.130884, 5.922891], [-0.13164, 5.923342], [-0.132348, 5.923864], [-0.133002, 5.924453], [-0.133594, 5.925103], [-0.134119, 5.925807], [-0.134572, 5.926559], [-0.134949, 5.927352], [-0.135246, 5.928178], [-0.13546, 5.929028], [-0.135589, 5.929896], [-0.135633, 5.930771], [-0.135589, 5.931647], [-0.13546, 5.932515], [-0.135246, 5.933365], [-0.134949, 5.934191], [-0.134572, 5.934983], [-0.134119, 5.935735], [-0.133594, 5.93644], [-0.133002, 5.937089], [-0.13266, 5.937397], [-0.117727, 5.92978]]]}}",14,0.806,1
296,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 242, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.278207, 5.606248], [-0.275677, 5.605585], [-0.274312, 5.599915], [-0.28071, 5.5962], [-0.282059, 5.596335], [-0.285264, 5.600809], [-0.285177, 5.60132], [-0.278207, 5.606248]]]}}",242,0.980,1
234,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 394, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.264347, 5.601771], [-0.263397, 5.605643], [-0.258487, 5.609244], [-0.258393, 5.609242], [-0.257959, 5.608825], [-0.255756, 5.604074], [-0.255934, 5.603145], [-0.260938, 5.599404], [-0.263259, 5.598042], [-0.263775, 5.598423], [-0.264347, 5.601771]]]}}",394,0.979,1
435,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 72, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.48729, 5.64156], [-0.487419, 5.640692], [-0.487634, 5.639841], [-0.487931, 5.639015], [-0.488308, 5.638222], [-0.488761, 5.637469], [-0.489286, 5.636765], [-0.489878, 5.636115], [-0.490531, 5.635526], [-0.491239, 5.635003], [-0.491995, 5.634552], [-0.492792, 5.634177], [-0.493622, 5.633881], [-0.494477, 5.633668], [-0.495349, 5.633539], [-0.49623, 5.633496], [-0.497111, 5.633539], [-0.497983, 5.633668], [-0.498838, 5.633881], [-0.499668, 5.634177], [-0.500465, 5.634552], [-0.501221, 5.635003], [-0.501929, 5.635526], [-0.502582, 5.636115], [-0.503174, 5.636765], [-0.503699, 5.637469], [-0.504152, 5.638222], [-0.504529, 5.639015], [-0.504826, 5.639841], [-0.505041, 5.640692], [-0.50517, 5.64156], [-0.505213, 5.642436], [-0.50517, 5.643312], [-0.505041, 5.64418], [-0.504826, 5.645031], [-0.504529, 5.645857], [-0.504152, 5.64665], [-0.503699, 5.647403], [-0.503174, 5.648107], [-0.502582, 5.648757], [-0.501929, 5.649346], [-0.501221, 5.649869], [-0.500465, 5.65032], [-0.499668, 5.650695], [-0.498838, 5.650991], [-0.497983, 5.651204], [-0.497111, 5.651333], [-0.49623, 5.651376], [-0.495349, 5.651333], [-0.494477, 5.651204], [-0.493622, 5.650991], [-0.492792, 5.650695], [-0.491995, 5.65032], [-0.491239, 5.649869], [-0.490531, 5.649346], [-0.489878, 5.648757], [-0.489286, 5.648107], [-0.488761, 5.647403], [-0.488308, 5.64665], [-0.487931, 5.645857], [-0.487634, 5.645031], [-0.487419, 5.64418], [-0.48729, 5.643312], [-0.487247, 5.642436], [-0.48729, 5.64156]]]}}",72,0.983,1
141,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 311, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.130305, 5.694747], [-0.130947, 5.694445], [-0.140187, 5.695712], [-0.140213, 5.695732], [-0.140867, 5.696321], [-0.141459, 5.696971], [-0.141984, 5.697676], [-0.142437, 5.698428], [-0.142814, 5.699221], [-0.143111, 5.700047], [-0.143325, 5.700898], [-0.143454, 5.701766], [-0.143498, 5.702642], [-0.143454, 5.703518], [-0.143325, 5.704386], [-0.143111, 5.705236], [-0.142814, 5.706062], [-0.142437, 5.706855], [-0.141984, 5.707608], [-0.141459, 5.708312], [-0.140867, 5.708962], [-0.140213, 5.709551], [-0.139505, 5.710074], [-0.138749, 5.710525], [-0.137952, 5.7109], [-0.137122, 5.711195], [-0.136267, 5.711409], [-0.135395, 5.711537], [-0.134514, 5.71158], [-0.133634, 5.711537], [-0.132762, 5.711409], [-0.131907, 5.711195], [-0.131077, 5.7109], [-0.13028, 5.710525], [-0.129524, 5.710074], [-0.128816, 5.709551], [-0.128162, 5.708962], [-0.127798, 5.708562], [-0.130305, 5.694747]]]}}",311,0.981,1
338,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 32, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.289931, 5.642333], [-0.285912, 5.650782], [-0.283536, 5.649487], [-0.283217, 5.647408], [-0.287753, 5.639541], [-0.287798, 5.639535], [-0.289931, 5.642333]]]}}",32,0.980,1
126,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 153, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.117389, 5.618238], [-0.108656, 5.61844], [-0.108258, 5.618003], [-0.107733, 5.617298], [-0.10728, 5.616545], [-0.106903, 5.615752], [-0.106606, 5.614926], [-0.106391, 5.614075], [-0.106269, 5.613253], [-0.108081, 5.60826], [-0.114438, 5.603428], [-0.115202, 5.603391], [-0.116083, 5.603434], [-0.116955, 5.603563], [-0.11781, 5.603776], [-0.11864, 5.604071], [-0.119437, 5.604446], [-0.120193, 5.604898], [-0.120901, 5.60542], [-0.121554, 5.606009], [-0.122146, 5.606659], [-0.122671, 5.607364], [-0.123124, 5.608117], [-0.123501, 5.60891], [-0.123798, 5.609736], [-0.124013, 5.610587], [-0.124142, 5.611455], [-0.124185, 5.612331], [-0.124142, 5.613207], [-0.124013, 5.614075], [-0.123798, 5.614926], [-0.123501, 5.615752], [-0.123124, 5.616545], [-0.122779, 5.617118], [-0.117389, 5.618238]]]}}",153,0.982,1
320,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 365, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.267094, 5.626881], [-0.267153, 5.628341], [-0.260466, 5.633395], [-0.257481, 5.632039], [-0.257616, 5.628384], [-0.258658, 5.624812], [-0.259774, 5.623699], [-0.263146, 5.622827], [-0.265201, 5.62383], [-0.266197, 5.62491], [-0.267094, 5.626881]]]}}",365,0.976,1
252,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 239, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.155711, 5.900414], [-0.155823, 5.900725], [-0.156037, 5.901576], [-0.156165, 5.902436], [-0.148143, 5.90648], [-0.139454, 5.898858], [-0.139757, 5.898355], [-0.140282, 5.89765], [-0.140874, 5.897001], [-0.141528, 5.896412], [-0.142236, 5.895889], [-0.142992, 5.895438], [-0.143789, 5.895064], [-0.144619, 5.894768], [-0.144804, 5.894722], [-0.155711, 5.900414]]]}}",239,0.981,1
332,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 103, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.284826, 5.633461], [-0.278829, 5.629783], [-0.278969, 5.627479], [-0.279915, 5.626534], [-0.283782, 5.626426], [-0.287917, 5.632258], [-0.284826, 5.633461]]]}}",103,0.977,1
223,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 39, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.275677, 5.605585], [-0.272619, 5.607568], [-0.264347, 5.601771], [-0.263775, 5.598423], [-0.263875, 5.598257], [-0.2644, 5.597552], [-0.264992, 5.596902], [-0.265645, 5.596313], [-0.26599, 5.596059], [-0.274312, 5.599915], [-0.275677, 5.605585]]]}}",39,0.982,1
161,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 143, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.286427, 5.616328], [-0.280733, 5.616289], [-0.280733, 5.61061], [-0.288971, 5.610152], [-0.289001, 5.61034], [-0.286427, 5.616328]]]}}",143,0.982,1
129,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 98, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.242314, 5.631151], [-0.238692, 5.632969], [-0.237088, 5.632799], [-0.236569, 5.632067], [-0.23686, 5.625747], [-0.237262, 5.623918], [-0.239179, 5.624299], [-0.243112, 5.627032], [-0.242314, 5.631151]]]}}",98,0.983,1
517,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 430, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.303787, 5.643159], [-0.298689, 5.643343], [-0.296327, 5.642286], [-0.295417, 5.636718], [-0.296318, 5.635597], [-0.303899, 5.636063], [-0.304916, 5.63828], [-0.304812, 5.64253], [-0.303787, 5.643159]]]}}",430,0.964,1
57.9,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 397, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.21117, 5.565864], [-0.209199, 5.560908], [-0.209437, 5.560585], [-0.212199, 5.56155], [-0.213561, 5.562682], [-0.21117, 5.565864]]]}}",397,0.982,1
323,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 264, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.267766, 5.65464], [-0.264151, 5.65565], [-0.263936, 5.655606], [-0.260523, 5.649223], [-0.267903, 5.64796], [-0.269262, 5.648633], [-0.267766, 5.65464]]]}}",264,0.977,1
216,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 250, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.104613, 5.953214], [-0.099079, 5.955316], [-0.102508, 5.943582], [-0.106607, 5.949763], [-0.104613, 5.953214]]]}}",250,0.982,1
235,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 27, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.255934, 5.603145], [-0.251599, 5.601686], [-0.250689, 5.599856], [-0.251141, 5.599663], [-0.260938, 5.599404], [-0.255934, 5.603145]]]}}",27,0.981,1
91.4,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 69, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.251347, 5.546127], [-0.249842, 5.547719], [-0.248184, 5.548605], [-0.242327, 5.54885], [-0.241942, 5.548723], [-0.238758, 5.543567], [-0.242946, 5.542213], [-0.245442, 5.541835], [-0.249698, 5.544491], [-0.251347, 5.546127]]]}}",69,0.983,1
134,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 416, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.286968, 5.700072], [-0.287097, 5.699204], [-0.287311, 5.698353], [-0.287608, 5.697527], [-0.287985, 5.696734], [-0.288439, 5.695982], [-0.288964, 5.695277], [-0.289556, 5.694627], [-0.290209, 5.694038], [-0.290917, 5.693516], [-0.291673, 5.693065], [-0.29247, 5.69269], [-0.2933, 5.692394], [-0.294155, 5.692181], [-0.295027, 5.692052], [-0.295908, 5.692009], [-0.296788, 5.692052], [-0.29766, 5.692181], [-0.298515, 5.692394], [-0.299346, 5.69269], [-0.300142, 5.693065], [-0.300899, 5.693516], [-0.301607, 5.694038], [-0.30226, 5.694627], [-0.302852, 5.695277], [-0.303377, 5.695982], [-0.30383, 5.696734], [-0.304207, 5.697527], [-0.304504, 5.698353], [-0.304718, 5.699204], [-0.304848, 5.700072], [-0.304891, 5.700948], [-0.304848, 5.701824], [-0.304718, 5.702692], [-0.304504, 5.703543], [-0.304207, 5.704369], [-0.30383, 5.705162], [-0.303377, 5.705914], [-0.302852, 5.706619], [-0.30226, 5.707269], [-0.301607, 5.707858], [-0.300899, 5.70838], [-0.300142, 5.708831], [-0.299346, 5.709206], [-0.298515, 5.709502], [-0.29766, 5.709715], [-0.296788, 5.709844], [-0.295908, 5.709887], [-0.295027, 5.709844], [-0.294155, 5.709715], [-0.2933, 5.709502], [-0.29247, 5.709206], [-0.291673, 5.708831], [-0.290917, 5.70838], [-0.290209, 5.707858], [-0.289556, 5.707269], [-0.288964, 5.706619], [-0.288439, 5.705914], [-0.287985, 5.705162], [-0.287608, 5.704369], [-0.287311, 5.703543], [-0.287097, 5.702692], [-0.286968, 5.701824], [-0.286925, 5.700948], [-0.286968, 5.700072]]]}}",416,0.477,1
187,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 471, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.248215, 5.624258], [-0.243112, 5.627032], [-0.239179, 5.624299], [-0.242609, 5.61849], [-0.244834, 5.6188], [-0.248562, 5.623341], [-0.248215, 5.624258]]]}}",471,0.980,1
231,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 46, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.242201, 5.567233], [-0.239665, 5.571052], [-0.232812, 5.567278], [-0.235392, 5.561124], [-0.242573, 5.565137], [-0.242201, 5.567233]]]}}",46,0.982,1
220,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 375, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.266824, 5.614441], [-0.264658, 5.615175], [-0.262703, 5.6125], [-0.264205, 5.607375], [-0.268595, 5.612224], [-0.266824, 5.614441]]]}}",375,0.892,1
